EmployeeID,MonthlyIncome,PercentSalaryHike,StockOptionLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,RelationshipSatisfaction,OverTime
EMP-101361,12726.0,22,3,3,3,3,2,1,4,FALSE
EMP-101362,16065.0,20,2,4,1,2,4,2,3,no
EMP-101363,15443.0,13,1,3,1,2,2,3,3,FALSE
EMP-101364,12854.0,19,3,3,1,2,4,2,2,N
EMP-101365,16811.0,21,1,3,4,2,1,1,1,N
EMP-101366,14225.0,13,1,3,1,2,1,1,1,no
EMP-101367,12622.0,12,3,3,4,4,1,2,4,TRUE
EMP-101368,16272.0,16,3,3,1,2,2,4,3,no
EMP-101369,6817.0,18,0,3,3,4,4,2,3,No
EMP-101370,12538.0,16,0,3,4,1,4,3,2,N
EMP-101371,19249.0,11,1,3,1,3,2,2,4,No
EMP-101372,8634.0,18,3,3,3,4,1,2,3,FALSE
EMP-101373,17820.0,11,2,4,4,3,3,2,1,Y
EMP-101374,17770.0,19,2,3,3,3,4,3,2,No
EMP-101375,9644.0,18,1,3,3,3,4,2,1,No
EMP-101376,12250.0,16,0,3,3,4,2,4,2,FALSE
EMP-101377,16197.0,25,3,3,4,4,3,3,1,FALSE
EMP-101378,6652.0,12,3,3,4,4,1,4,4,FALSE
EMP-101379,8551.0,23,0,3,2,1,4,3,3,Y
EMP-101380,5304.0,19,3,3,2,4,2,1,1,No
EMP-101381,11363.0,18,1,3,2,1,3,1,4,no
EMP-101382,9747.0,23,3,4,2,4,2,3,1,N
EMP-101383,12635.0,14,3,3,4,4,3,3,4,FALSE
EMP-101384,9930.0,12,0,4,2,3,2,3,2,No
EMP-101385,14741.0,23,0,4,1,2,3,1,4,FALSE
EMP-101386,5014.0,24,2,3,2,3,4,3,1,No
EMP-101388,18168.0,16,0,4,1,2,1,1,2,TRUE
EMP-101389,16487.0,11,0,3,3,2,4,3,2,no
EMP-101390,16451.0,17,0,3,3,1,1,3,4,FALSE
EMP-101391,19487.0,11,3,4,3,2,4,3,1,No
EMP-101392,18637.0,25,1,3,2,1,3,1,4,yes
EMP-101393,6573.0,23,1,3,4,3,4,2,2,FALSE
EMP-101394,16109.0,16,3,3,1,1,2,3,3,N
EMP-101395,21302.0,15,3,3,4,4,3,2,4,No
EMP-101396,22026.0,22,0,3,4,2,2,2,1,N
EMP-101397,22430.0,20,2,3,2,4,2,2,4,FALSE
EMP-101398,,24,2,3,4,2,2,4,4,No
EMP-101399,16204.0,13,1,4,4,2,2,2,4,no
EMP-101400,22517.0,16,2,3,3,3,1,2,3,No
EMP-101401,17742.0,14,0,3,3,1,3,1,1,TRUE
EMP-101402,,24,3,3,1,3,2,4,1,N
EMP-101403,9730.0,22,1,4,1,1,1,1,2,N
EMP-101404,13834.0,16,1,3,3,3,4,1,2,no
EMP-101405,18840.0,14,3,3,2,3,2,2,4,N
EMP-101406,17893.0,25,2,4,2,2,2,1,2,TRUE
EMP-101407,10727.0,11,1,3,1,3,1,3,1,Y
EMP-101408,10606.0,15,3,4,3,3,4,2,4,no
EMP-101409,19386.0,18,3,4,2,1,4,3,2,No
EMP-101410,9242.0,16,2,4,4,3,1,2,3,TRUE
EMP-101411,14161.0,20,2,3,1,2,2,2,2,no
EMP-101412,8823.0,19,0,3,1,3,3,2,3,N
EMP-101413,10843.0,14,2,3,4,4,1,4,2,FALSE
EMP-101414,16297.0,20,2,3,4,4,3,2,1,FALSE
EMP-101415,19175.0,19,3,3,1,1,2,3,2,FALSE
EMP-101416,16705.0,18,1,4,4,1,2,2,3,TRUE
EMP-101417,6819.0,13,3,3,2,4,4,2,3,no
EMP-101418,8868.0,24,0,3,1,3,2,1,2,no
EMP-101419,14721.0,16,3,3,2,3,4,2,4,No
EMP-101420,11858.0,14,0,3,1,1,4,2,3,yes
EMP-101421,7018.0,11,2,4,2,2,2,2,1,N
EMP-101422,12615.0,19,1,3,3,3,4,2,2,N
EMP-101423,14859.0,14,1,3,2,4,2,2,3,no
EMP-101424,17401.0,21,3,3,4,2,4,2,2,Yes
EMP-101425,19255.0,24,1,3,3,2,4,4,2,no
EMP-101426,14215.0,15,0,3,1,3,2,3,4,Y
EMP-101427,12807.0,13,0,3,2,2,3,4,2,FALSE
EMP-101428,,14,2,3,1,1,1,3,2,no
EMP-101429,19049.0,23,3,3,3,2,2,4,2,FALSE
EMP-101430,10046.0,19,2,3,4,1,4,2,1,N
EMP-101431,21013.0,25,1,3,4,3,1,4,2,No
EMP-101432,17795.0,17,2,4,4,2,3,3,1,No
EMP-101433,10916.0,18,1,3,1,4,2,1,2,Y
EMP-101434,19153.0,13,0,3,4,4,4,1,4,yes
EMP-101435,21509.0,25,3,3,4,1,4,2,4,N
EMP-101436,9893.0,13,3,4,1,1,2,2,3,N
EMP-101437,19425.0,25,2,4,1,3,4,3,2,Yes
EMP-101438,6992.0,24,1,3,3,2,1,1,4,FALSE
EMP-101439,14416.0,17,0,3,4,1,4,2,4,FALSE
EMP-101440,11193.0,18,1,3,3,1,1,4,2,no
EMP-101441,,24,2,3,2,3,1,4,3,Yes
EMP-101442,6600.0,15,1,3,2,2,2,1,1,N
EMP-101443,11247.0,11,0,3,2,2,4,3,4,no
EMP-101444,11432.0,13,2,3,2,1,1,2,4,no
EMP-101445,11549.0,15,0,3,1,2,4,2,1,no
EMP-101446,9714.0,13,2,4,3,2,1,2,4,FALSE
EMP-101447,13007.0,25,3,3,3,2,3,1,1,FALSE
EMP-101448,14798.0,24,1,4,1,4,2,4,1,FALSE
EMP-101449,10951.0,11,0,3,2,2,2,3,3,N
EMP-101450,15165.0,17,0,3,3,4,2,1,1,FALSE
EMP-101451,12351.0,11,1,3,4,2,1,1,1,FALSE
EMP-101452,14676.0,20,0,3,1,2,3,2,1,TRUE
EMP-101453,14744.0,23,0,3,1,2,1,4,1,Yes
EMP-101454,6860.0,16,0,3,4,1,2,3,4,no
EMP-101455,15184.0,16,3,4,2,1,1,3,1,yes
EMP-101456,14402.0,24,0,3,2,4,2,2,4,no
EMP-101458,13072.0,22,1,3,4,4,1,4,2,FALSE
EMP-101459,13872.0,21,3,4,3,2,4,2,1,Y
EMP-101460,16380.0,11,0,3,2,3,1,2,3,FALSE
EMP-101461,6483.0,21,0,3,3,4,2,4,3,No
EMP-101462,11127.0,13,0,3,4,1,4,3,4,No
EMP-101463,20708.0,22,3,3,4,3,1,4,4,No
EMP-101464,11063.0,19,2,3,4,1,2,3,2,N
EMP-101465,9606.0,12,2,3,2,3,1,3,4,no
EMP-101466,10548.0,24,1,4,1,3,4,3,3,Yes
EMP-101467,17211.0,15,1,3,1,3,1,4,2,FALSE
EMP-101468,10208.0,13,1,3,1,4,1,4,1,no
EMP-101469,8611.0,22,0,3,3,4,4,1,4,No
EMP-101470,22173.0,22,2,3,4,1,2,4,1,TRUE
EMP-101471,15026.0,23,2,4,2,4,1,2,4,No
EMP-101472,23341.0,15,1,3,1,1,1,2,3,no
EMP-101473,17019.0,17,2,3,1,2,3,2,4,N
EMP-101474,11211.0,11,1,3,3,1,3,2,3,No
EMP-101475,13900.0,13,0,3,3,1,2,1,3,Y
EMP-101476,10487.0,21,2,3,1,4,4,4,1,no
EMP-101477,9400.0,23,0,3,4,1,2,4,4,FALSE
EMP-101478,17406.0,16,0,3,4,4,2,3,1,yes
EMP-101479,9500.0,17,2,4,3,1,2,4,3,TRUE
EMP-101480,7773.0,20,3,4,3,2,1,3,3,FALSE
EMP-101481,12408.0,13,1,3,4,4,1,3,3,TRUE
EMP-101482,12827.0,14,2,3,3,4,2,2,3,no
EMP-101483,7491.0,16,0,3,3,2,2,1,2,N
EMP-101484,14089.0,15,1,3,4,4,3,1,3,no
EMP-101485,11529.0,21,0,3,4,1,4,4,4,no
EMP-101486,10949.0,19,1,3,2,3,2,3,3,No
EMP-101487,12932.0,23,2,4,3,4,3,2,2,Y
EMP-101488,18868.0,22,0,3,3,3,2,3,4,FALSE
EMP-101489,18150.0,11,1,3,2,1,4,2,2,No
EMP-101490,14975.0,25,1,3,3,2,2,3,2,no
EMP-101491,,23,2,3,3,4,4,4,4,No
EMP-101492,14771.0,15,1,3,1,3,1,4,2,Y
EMP-101493,6837.0,21,1,4,1,2,4,3,3,N
EMP-101494,,11,0,3,1,2,2,1,1,N
EMP-101495,16792.0,18,2,4,2,4,3,2,1,no
EMP-101496,17232.0,17,2,3,3,3,1,1,1,no
EMP-101497,9127.0,15,0,3,2,4,3,1,4,N
EMP-101498,17532.0,16,3,3,2,1,2,3,4,Yes
EMP-101499,12730.0,14,0,3,3,2,1,2,4,FALSE
