EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,DistanceFromHome,Education,EducationField,BusinessTravel,Attrition
E100940,25,Male,Married,research & development ,Manufacturing Director,21,3,Other,Travel_Rarely,No
E100941,28,Male,Married,research & development ,Manufacturing Director,28,4,Medical,Travel_Frequently,No
E100942,58,Female,Married,SALES,Sales Executive,20,2,Other,Travel_Frequently,No
E100943,54,Female,Single,R&D,Manager,12,2,Marketing,Travel_Rarely,No
E100944,31,Male,Single,SALES,Manager,18,1,Human Resources,Travel_Frequently,No
E100945,47,Female,Divorced,SALES,Sales Representative,23,5,Medical,Travel_Rarely,No
E100946,52,Female,Single,SALES,Manager,13,1,Human Resources,Travel_Frequently,No
E100947,38,Male,Married,R&D,Laboratory Technician,5,4,Life Sciences,Travel_Frequently,No
E100948,54,Male,Married,SALES,Sales Representative,4,3,Technical Degree,Travel_Frequently,No
E100949,22,Male,Married,sales ,Sales Executive,28,3,Medical,Travel_Frequently,Yes
E100950,36,Female,Married,research & development ,Laboratory Technician,14,5,Marketing,Travel_Rarely,No
E100951,31,Male,Single,research & development ,Healthcare Representative,8,1,Life Sciences,Travel_Rarely,No
E100952,43,Female,Married,sales ,Manager,9,1,Life Sciences,Travel_Rarely,No
E100953,21,Female,Married,research & development ,Laboratory Technician,25,4,Human Resources,Non-Travel,No
E100954,42,Male,Married,SALES,Manager,19,3,Life Sciences,Travel_Rarely,No
E100955,59,Female,Single,R&D,Manager,3,1,Medical,Travel_Rarely,No
E100956,42,Male,Married,Research & Development,Healthcare Representative,5,5,Human Resources,Travel_Rarely,Yes
E100957,35,Male,Single,Research & Development,Laboratory Technician,21,3,Life Sciences,Travel_Rarely,No
E100958,57,Female,Single,Research & Development,Healthcare Representative,26,4,Marketing,Travel_Frequently,Yes
E100959,25,Female,Single,Research & Development,Manufacturing Director,18,5,Other,Travel_Rarely,No
E100960,56,Male,Single,Sales,Manager,1,2,Medical,Travel_Rarely,No
E100961,57,Female,Divorced,R&D,Manufacturing Director,8,4,Marketing,Travel_Rarely,No
E100962,31,Female,Single,sales ,Sales Representative,19,5,Marketing,Travel_Rarely,Yes
E100963,49,Male,Divorced,research & development ,Manager,17,1,Human Resources,Travel_Rarely,No
E100964,55,Female,Divorced,Human Resources,Manager,17,2,Technical Degree,Travel_Rarely,No
E100965,50,Male,Married,human resources,Human Resources,11,4,Human Resources,Travel_Rarely,No
E100966,40,,Single,R&D,Research Scientist,2,1,Medical,Travel_Rarely,No
E100967,32,Male,Married,research & development ,Manufacturing Director,6,2,Medical,Travel_Rarely,No
E100968,50,Female,Divorced,R&D,Manufacturing Director,22,3,Human Resources,Non-Travel,No
E100969,42,Female,Married,SALES,Sales Executive,14,1,Technical Degree,Travel_Rarely,Yes
E100970,34,Male,Single,research & development ,Research Scientist,3,5,Human Resources,Travel_Rarely,No
E100971,50,Male,Married,Research & Development,Laboratory Technician,12,4,Medical,Travel_Rarely,No
E100972,19,Female,Divorced,Research & Development,Healthcare Representative,4,2,Technical Degree,Travel_Rarely,Yes
E100973,31,Male,Divorced,R&D,Manufacturing Director,12,1,Medical,Travel_Rarely,Yes
E100974,57,Female,Single,sales ,Sales Executive,13,3,Technical Degree,Travel_Rarely,No
E100975,57,Female,Married,Research & Development,Laboratory Technician,2,4,Technical Degree,Travel_Rarely,No
E100976,56,Male,Single,human resources,Manager,2,4,Human Resources,Travel_Rarely,No
E100977,23,Female,Single,Sales,Manager,15,1,Human Resources,Travel_Rarely,No
E100978,23,Male,Divorced,R&D,Manager,23,3,Human Resources,Travel_Frequently,No
E100979,20,Female,Single,Human Resources,Human Resources,29,2,Technical Degree,Non-Travel,No
E100980,24,Female,Single,Research & Development,Manager,17,1,Technical Degree,Travel_Rarely,No
E100981,25,Female,Single,Research & Development,Research Scientist,7,2,Medical,Travel_Rarely,No
E100982,59,Male,Divorced,SALES,Manager,28,4,Marketing,Travel_Rarely,Yes
E100983,32,Female,Divorced,Research & Development,Research Scientist,14,2,Human Resources,Travel_Rarely,No
E100984,46,Male,Married,R&D,Manufacturing Director,12,3,Other,Travel_Rarely,Yes
E100985,50,Male,Married,research & development ,Research Scientist,17,5,Medical,Travel_Rarely,No
E100986,47,Male,Single,Research & Development,Healthcare Representative,14,3,Medical,Non-Travel,No
E100987,56,Male,Married,Sales,Manager,6,2,Life Sciences,Travel_Frequently,No
E100988,44,Male,Married,Sales,Manager,19,1,Human Resources,Travel_Rarely,No
E100989,53,Female,Single,human resources,Manager,24,4,Medical,Travel_Frequently,No
E100990,46,Female,Married,R&D,Manufacturing Director,6,5,Life Sciences,Travel_Frequently,No
E100991,55,Male,Divorced,R&D,Manufacturing Director,27,1,Other,Travel_Rarely,No
E100992,50,Female,Single,sales ,Manager,18,1,Other,Travel_Rarely,No
E100993,54,Male,Single,Research & Development,Healthcare Representative,24,3,Human Resources,Travel_Rarely,No
E100994,44,Female,Single,HR,Human Resources,5,2,Technical Degree,Travel_Frequently,Yes
E100995,50,Female,Single,research & development ,Research Scientist,24,3,Life Sciences,Travel_Rarely,No
E100996,21,Male,Divorced,Sales,Manager,24,2,Technical Degree,Travel_Frequently,No
E100997,39,Female,Married,R&D,Laboratory Technician,6,3,Other,Travel_Rarely,No
E100998,19,Male,Married,Research & Development,Research Scientist,2,1,Other,Travel_Frequently,No
E100999,27,Male,Married,Research & Development,Research Scientist,8,4,Marketing,Travel_Rarely,Yes
E101000,22,Female,Single,research & development ,Manager,15,2,,Travel_Frequently,No
E101001,27,Male,Married,R&D,Healthcare Representative,15,5,Marketing,Travel_Rarely,No
E101002,50,Male,Married,R&D,Manager,11,5,Marketing,Travel_Rarely,No
E101003,55,Male,Married,Research & Development,Healthcare Representative,22,1,Medical,Travel_Rarely,No
E101004,30,Female,Divorced,sales ,Sales Executive,22,3,Marketing,Travel_Rarely,No
E101005,48,Male,Married,Research & Development,Research Scientist,24,3,Medical,Travel_Rarely,No
E101006,53,Male,Married,SALES,Sales Executive,1,1,Medical,Travel_Rarely,No
E101007,41,Female,Divorced,HR,Human Resources,18,5,Human Resources,Travel_Rarely,No
E101008,32,Female,Single,research & development ,Laboratory Technician,12,5,Medical,Travel_Rarely,No
E101009,46,Male,Single,R&D,Manager,12,3,Medical,Travel_Rarely,No
E101010,25,Male,Single,research & development ,Manager,25,2,Marketing,Travel_Rarely,No
E101011,22,Male,Married,SALES,Sales Executive,11,4,Medical,Travel_Rarely,Yes
E101012,46,Male,Married,R&D,Manufacturing Director,28,2,Technical Degree,Non-Travel,No
E101013,21,,Married,research & development ,Laboratory Technician,8,5,Marketing,Travel_Rarely,No
E101014,29,Female,Divorced,sales ,Sales Representative,28,2,,Travel_Rarely,No
E101015,19,Female,Married,R&D,Manager,7,4,Marketing,Travel_Frequently,Yes
E101016,44,Female,Married,sales ,Manager,23,2,Medical,Travel_Rarely,Yes
E101017,48,Male,Single,research & development ,Manager,21,2,Technical Degree,Travel_Frequently,Yes
E101018,53,Female,Single,Research & Development,Laboratory Technician,2,2,Marketing,Travel_Rarely,No
E101019,53,Male,Married,sales ,Manager,11,2,Technical Degree,Travel_Rarely,No
E101020,43,Female,Married,Human Resources,Manager,22,1,Life Sciences,Travel_Rarely,Yes
E101021,60,Female,Divorced,Sales,Sales Executive,10,5,Other,Travel_Frequently,No
E101022,44,Male,Single,Sales,Sales Executive,3,4,Life Sciences,Travel_Rarely,No
E101023,22,Female,Single,SALES,Sales Representative,20,5,Other,Travel_Rarely,No
E101024,37,Male,Married,Research & Development,Research Scientist,29,1,Human Resources,Travel_Rarely,No
E101025,28,Female,Single,Research & Development,Manager,10,1,Other,Travel_Frequently,Yes
E101026,27,Male,Single,Research & Development,Healthcare Representative,28,1,Human Resources,Travel_Rarely,Yes
E101027,57,Male,Married,SALES,Manager,27,1,Marketing,Travel_Frequently,No
E101028,55,Female,Single,sales ,Sales Executive,18,2,Human Resources,Travel_Rarely,No
E101029,23,Male,Married,R&D,Healthcare Representative,14,5,Technical Degree,Non-Travel,No
E101030,25,Female,Single,Research & Development,Laboratory Technician,18,3,Human Resources,Travel_Rarely,No
E101031,40,Male,Single,research & development ,Healthcare Representative,28,4,Technical Degree,Travel_Rarely,No
E101032,43,Female,Married,sales ,Sales Representative,24,1,Other,Travel_Rarely,Yes
E101033,60,Female,Divorced,R&D,Manager,8,5,Other,Travel_Rarely,No
E101034,29,Male,Married,human resources,Manager,10,1,Other,Travel_Rarely,No
E101035,43,Male,Married,research & development ,Healthcare Representative,22,1,Human Resources,Travel_Rarely,No
E101036,30,Male,Single,R&D,Manufacturing Director,13,1,Other,Travel_Rarely,No
E101037,57,Male,Married,Sales,Sales Executive,21,1,Human Resources,Travel_Rarely,No
E101038,35,Male,Single,HR,Human Resources,8,1,Human Resources,Travel_Frequently,No
E101039,42,Female,Married,research & development ,Manufacturing Director,4,4,Medical,Travel_Rarely,Yes
E101040,50,Female,Married,Human Resources,Manager,27,5,Medical,Travel_Rarely,No
E101041,57,Female,Divorced,R&D,Research Scientist,4,1,Human Resources,Travel_Rarely,No
E101042,60,Female,Married,research & development ,Manager,5,1,Technical Degree,Travel_Rarely,Yes
E101043,29,Female,Single,human resources,Manager,1,1,Marketing,Travel_Rarely,No
E101044,53,Female,Single,SALES,Sales Executive,17,1,Life Sciences,Travel_Rarely,No
E101045,21,Male,Divorced,R&D,Healthcare Representative,2,2,Medical,Travel_Rarely,No
E101046,22,Female,Married,research & development ,Healthcare Representative,8,2,Human Resources,Travel_Rarely,No
E101047,54,Female,Married,Research & Development,Laboratory Technician,7,3,Life Sciences,Travel_Rarely,No
E101048,25,Male,Single,human resources,Human Resources,15,1,Medical,Travel_Frequently,Yes
E101049,59,Male,Married,SALES,Sales Representative,26,3,Marketing,Travel_Rarely,No
E101050,45,Male,Single,Research & Development,Healthcare Representative,25,4,Technical Degree,Travel_Rarely,No
E101051,48,Male,Divorced,R&D,Manager,5,3,Human Resources,Travel_Rarely,Yes
E101052,26,Female,Married,Sales,Manager,2,5,Marketing,Travel_Rarely,No
E101053,46,Male,Divorced,Research & Development,Healthcare Representative,7,2,,Travel_Rarely,No
E101054,31,Male,Single,Sales,Sales Executive,8,2,Human Resources,Travel_Frequently,No
E101055,57,Female,Married,R&D,Laboratory Technician,28,1,Life Sciences,Travel_Frequently,Yes
E101056,58,Male,Married,HR,Manager,7,1,Other,Travel_Rarely,No
E101057,39,Male,Single,research & development ,Manager,7,4,Technical Degree,Travel_Rarely,Yes
E101058,28,,Divorced,R&D,Healthcare Representative,28,4,Medical,Travel_Rarely,No
E101059,40,Female,Divorced,HR,Human Resources,14,5,Technical Degree,Travel_Rarely,No
E101060,18,Female,Divorced,Research & Development,Healthcare Representative,21,1,Human Resources,Travel_Frequently,No
E101061,54,Male,Married,research & development ,Manufacturing Director,18,1,Other,Non-Travel,No
E101062,38,Female,Single,R&D,Healthcare Representative,6,4,Marketing,Non-Travel,No
E101063,43,Male,Single,Research & Development,Manager,4,4,Technical Degree,Travel_Rarely,No
E101064,53,Female,Divorced,sales ,Sales Representative,10,4,Life Sciences,Travel_Rarely,No
E101065,40,Female,Single,HR,Human Resources,18,2,Medical,Travel_Rarely,No
E101066,18,Female,Married,Sales,Manager,12,3,Life Sciences,Travel_Rarely,No
E101067,57,Male,Married,Research & Development,Manager,16,3,Technical Degree,Travel_Frequently,No
E101068,32,Female,Married,Research & Development,Manufacturing Director,25,1,Other,Travel_Rarely,No
E101069,38,Female,Divorced,research & development ,Research Scientist,7,2,Marketing,Travel_Rarely,No
E101070,26,Male,Single,research & development ,Research Scientist,6,4,Marketing,Travel_Rarely,Yes
E101071,26,Female,Married,research & development ,Laboratory Technician,28,1,Life Sciences,Travel_Rarely,No
E101072,27,Male,Single,Research & Development,Laboratory Technician,5,2,Human Resources,Travel_Rarely,No
E101073,43,Female,Married,SALES,Sales Representative,3,5,Human Resources,Travel_Rarely,No
E101074,58,Male,Single,SALES,Sales Executive,12,2,Other,Travel_Frequently,No
E101075,52,Female,Married,sales ,Sales Executive,15,1,Marketing,Non-Travel,Yes
E101076,42,Male,Divorced,R&D,Healthcare Representative,10,3,Life Sciences,Travel_Frequently,Yes
E101077,43,Male,Divorced,Sales,Sales Representative,26,4,Life Sciences,Travel_Frequently,Yes
E101078,28,Male,Single,research & development ,Healthcare Representative,20,5,Life Sciences,Travel_Rarely,No
E101079,55,Male,Married,Research & Development,Research Scientist,19,2,Technical Degree,Travel_Rarely,No
E101080,19,Male,Divorced,SALES,Sales Executive,16,1,,Travel_Rarely,Yes
E101081,24,Male,Single,Research & Development,Manufacturing Director,28,1,Human Resources,Travel_Rarely,No
E101082,35,Male,Single,research & development ,Manager,11,4,Human Resources,Travel_Rarely,No
E101083,44,Male,Single,SALES,Sales Executive,8,1,Technical Degree,Travel_Rarely,No
E101084,51,Male,Married,research & development ,Manager,3,1,Medical,Travel_Rarely,No
E101085,44,Female,Single,Research & Development,Manager,23,4,Technical Degree,Travel_Frequently,Yes
E101086,34,Male,Divorced,Research & Development,Manager,7,5,Other,Travel_Rarely,No
E101087,60,Female,Married,research & development ,Research Scientist,23,3,Life Sciences,Travel_Frequently,No
E101088,41,,Married,Research & Development,Healthcare Representative,29,3,,Travel_Rarely,No
E101089,42,Female,Single,research & development ,Manufacturing Director,7,2,Life Sciences,Travel_Rarely,No
E101090,24,Male,Married,SALES,Sales Executive,14,5,Other,Travel_Rarely,No
E101091,23,Female,Married,Research & Development,Manufacturing Director,2,2,Other,Travel_Rarely,No
E101092,41,Male,Married,Research & Development,Research Scientist,10,3,Marketing,Non-Travel,No
E101093,50,Male,Married,sales ,Sales Executive,19,4,Life Sciences,Non-Travel,No
E101094,46,Male,Married,research & development ,Laboratory Technician,26,1,Human Resources,Travel_Rarely,No
E101095,60,Female,Divorced,human resources,Human Resources,9,3,Technical Degree,Travel_Frequently,No
E101096,39,Male,Divorced,Research & Development,Laboratory Technician,16,5,Other,Travel_Rarely,No
E101097,43,Male,Married,R&D,Manufacturing Director,19,3,Life Sciences,Travel_Rarely,No
E101098,45,Female,Single,Human Resources,Manager,18,5,Medical,Travel_Rarely,No
E101099,38,Female,Single,research & development ,Healthcare Representative,9,5,Marketing,Travel_Rarely,Yes
E101100,24,Male,Single,R&D,Laboratory Technician,16,5,Medical,Travel_Rarely,No
E101101,34,Male,Married,research & development ,Research Scientist,13,2,Other,Travel_Frequently,No
E101102,37,Female,Married,Research & Development,Manager,10,4,Medical,Travel_Rarely,No
E101103,58,Male,Married,Research & Development,Manufacturing Director,25,3,Medical,Travel_Rarely,No
E101104,37,Male,Divorced,research & development ,Research Scientist,20,4,Marketing,Travel_Rarely,Yes
E101105,39,Male,Divorced,Research & Development,Healthcare Representative,14,1,Marketing,Travel_Rarely,No
E101106,45,Female,Divorced,HR,Manager,12,3,Marketing,Travel_Rarely,No
E101107,57,Female,Single,Research & Development,Manager,25,4,Marketing,Travel_Rarely,No
E101108,24,Female,Married,sales ,Manager,19,4,Medical,Travel_Rarely,No
E101109,18,Female,Single,Research & Development,Healthcare Representative,7,1,Human Resources,Travel_Rarely,Yes
E101110,49,Male,Single,research & development ,Manager,23,5,Human Resources,Non-Travel,No
E101111,30,Male,Single,Sales,Sales Executive,15,3,Marketing,Travel_Rarely,Yes
E101112,47,Male,Married,R&D,Healthcare Representative,16,3,Technical Degree,Travel_Rarely,No
E101113,40,Male,Married,R&D,Manufacturing Director,27,1,Life Sciences,Travel_Frequently,No
E101114,36,Male,Divorced,research & development ,Manager,8,5,Other,Non-Travel,No
E101115,49,Female,Single,SALES,Sales Executive,10,3,Technical Degree,Travel_Rarely,No
E101116,47,Female,Married,research & development ,Laboratory Technician,4,3,Other,Travel_Rarely,No
E101117,46,Female,Married,Research & Development,Manufacturing Director,19,3,Technical Degree,Travel_Rarely,Yes
E101118,46,Male,Single,sales ,Manager,19,5,Technical Degree,Travel_Rarely,No
E101119,47,Female,Married,HR,Manager,28,1,Human Resources,Travel_Rarely,No
E101120,33,Female,Single,Research & Development,Manager,21,3,Life Sciences,Travel_Rarely,No
E101121,57,Male,Married,SALES,Sales Executive,27,4,,Travel_Rarely,No
E101122,36,Female,Married,research & development ,Manufacturing Director,15,5,Marketing,Travel_Rarely,No
E101123,35,Male,Single,R&D,Laboratory Technician,14,2,Other,Travel_Frequently,No
E101124,18,Male,Single,research & development ,Healthcare Representative,1,1,Human Resources,Travel_Frequently,No
E101125,31,Male,Married,SALES,Sales Executive,16,4,Other,Travel_Rarely,No
E101126,19,Male,Divorced,sales ,Sales Executive,10,3,Marketing,Travel_Frequently,No
E101127,45,Male,Married,SALES,Sales Representative,19,2,Marketing,Travel_Frequently,Yes
E101128,47,Female,Married,research & development ,Laboratory Technician,22,1,Technical Degree,Travel_Rarely,No
E101129,55,Female,Married,R&D,Research Scientist,3,5,Marketing,Travel_Rarely,No
E101130,21,Female,Divorced,sales ,Sales Representative,5,2,Life Sciences,Travel_Rarely,No
E101131,18,Female,Divorced,SALES,Manager,9,2,Marketing,Travel_Frequently,No
E101132,25,Male,Married,research & development ,Manager,18,4,Technical Degree,Travel_Rarely,No
E101133,46,Female,Married,human resources,Manager,11,1,Other,Travel_Frequently,No
E101134,56,Male,Divorced,research & development ,Manufacturing Director,16,4,Marketing,Travel_Rarely,No
E101135,20,Male,Married,human resources,Human Resources,2,4,Human Resources,Travel_Rarely,Yes
E101136,49,Male,Married,Research & Development,Laboratory Technician,12,3,Human Resources,Travel_Rarely,No
E101137,27,Male,Single,Sales,Manager,22,5,Human Resources,Travel_Rarely,Yes
E101138,27,Male,Divorced,Research & Development,Research Scientist,6,2,Other,Travel_Frequently,Yes
E101139,36,Male,Divorced,research & development ,Research Scientist,11,1,Medical,Travel_Rarely,No
E101140,51,Male,Single,Research & Development,Manager,27,5,Human Resources,Travel_Rarely,Yes
E101141,50,Female,Married,human resources,Human Resources,8,5,Human Resources,Non-Travel,No
E101142,40,Male,Married,sales ,Sales Representative,12,1,Medical,Travel_Rarely,No
E101143,45,Male,Single,Sales,Sales Executive,29,5,Other,Travel_Rarely,No
E101144,49,Male,Divorced,R&D,Laboratory Technician,27,3,Human Resources,Travel_Frequently,No
E101145,24,Female,Single,Sales,Sales Executive,2,5,Technical Degree,Travel_Rarely,Yes
E101146,46,Male,Single,Sales,Sales Representative,9,3,Other,Travel_Rarely,Yes
E101147,25,Male,Married,SALES,Sales Representative,15,2,Human Resources,Travel_Frequently,No
E101148,18,Male,Married,sales ,Sales Representative,2,2,Human Resources,Travel_Frequently,No
E101149,20,Male,Single,research & development ,Manager,29,4,Medical,Travel_Rarely,No
E101150,41,Male,Married,Sales,Manager,1,3,Technical Degree,Travel_Rarely,No
E101151,40,Male,Married,R&D,Manufacturing Director,10,2,Other,Travel_Rarely,No
E101152,25,Male,Single,R&D,Manager,2,5,,Non-Travel,Yes
E101153,54,Male,Single,Research & Development,Laboratory Technician,12,1,Life Sciences,Travel_Rarely,Yes
E101154,20,Male,Married,sales ,Sales Executive,23,1,Technical Degree,Travel_Rarely,Yes
E101155,50,Female,Single,research & development ,Healthcare Representative,8,3,Marketing,Non-Travel,No
E101156,45,Male,Divorced,Sales,Sales Representative,5,4,Technical Degree,Travel_Frequently,No
E101157,25,Male,Divorced,research & development ,Manager,22,5,Marketing,Travel_Frequently,Yes
E101158,51,Male,Divorced,R&D,Research Scientist,28,3,Marketing,Travel_Rarely,Yes
E101159,52,Female,Single,R&D,Research Scientist,1,1,Technical Degree,Travel_Rarely,No
E101160,49,Male,Divorced,R&D,Laboratory Technician,15,3,Medical,Travel_Rarely,No
E101161,41,Male,Married,research & development ,Laboratory Technician,6,5,Technical Degree,Travel_Rarely,No
E101162,31,Female,Married,research & development ,Healthcare Representative,12,2,Technical Degree,Travel_Rarely,No
E101163,49,Male,Single,Research & Development,Manager,8,5,Marketing,Travel_Rarely,No
E101164,60,Male,Single,R&D,Manager,13,2,Life Sciences,Non-Travel,No
E101165,33,Male,Married,R&D,Manufacturing Director,19,2,Marketing,Travel_Rarely,No
E101166,21,Female,Married,R&D,Manufacturing Director,27,2,Human Resources,Travel_Rarely,No
E101167,54,Male,Single,human resources,Manager,1,3,Technical Degree,Travel_Rarely,Yes
E101168,38,Female,Married,HR,Human Resources,11,1,Other,Travel_Rarely,No
E101169,31,Female,Single,R&D,Manufacturing Director,20,3,Technical Degree,Travel_Frequently,No
E101170,48,Male,Married,Research & Development,Manufacturing Director,1,1,Medical,Travel_Rarely,No
E101171,35,Male,Married,Sales,Sales Executive,8,5,Other,Travel_Rarely,No
E101172,24,Male,Divorced,human resources,Manager,5,4,Marketing,Travel_Rarely,No
E101173,27,Male,Divorced,Sales,Manager,17,5,Medical,Travel_Rarely,No
E101174,24,Male,Married,research & development ,Research Scientist,8,3,Technical Degree,Non-Travel,No
E101175,50,Female,Married,Sales,Manager,25,3,Marketing,Travel_Frequently,Yes
E101176,40,Female,Married,Sales,Manager,10,1,Marketing,Travel_Frequently,No
E101177,38,,Divorced,Research & Development,Manager,2,3,Human Resources,Travel_Rarely,No
E101178,36,,Married,Human Resources,Human Resources,9,2,Human Resources,Travel_Rarely,No
E101179,36,Female,Single,sales ,Manager,24,3,Life Sciences,Travel_Rarely,No
E101180,53,Female,Single,R&D,Healthcare Representative,23,1,Human Resources,Travel_Rarely,Yes
E101181,46,Female,Married,sales ,Sales Representative,3,1,Other,Travel_Rarely,No
E101182,35,Male,Married,sales ,Sales Representative,18,2,Marketing,Non-Travel,No
E101183,19,Female,Divorced,Research & Development,Healthcare Representative,7,1,Human Resources,Travel_Frequently,No
E101184,18,Male,Single,R&D,Manager,15,4,Life Sciences,Non-Travel,No
E101185,22,Male,Married,sales ,Manager,21,5,Technical Degree,Travel_Rarely,No
E101186,37,Male,Divorced,Research & Development,Laboratory Technician,22,3,Other,Non-Travel,No
E101187,28,Female,Divorced,SALES,Sales Representative,20,4,Human Resources,Travel_Rarely,No
E101188,59,Female,Married,Research & Development,Healthcare Representative,18,3,Marketing,Travel_Frequently,Yes
E101189,19,Male,Married,Human Resources,Manager,25,4,Technical Degree,Travel_Rarely,Yes
E101190,20,Male,Single,human resources,Human Resources,3,3,Marketing,Travel_Rarely,No
E101191,40,Male,Divorced,R&D,Research Scientist,28,2,Technical Degree,Travel_Rarely,No
E101192,29,Male,Single,R&D,Manufacturing Director,23,1,Other,Travel_Rarely,No
E101193,37,Male,Divorced,Human Resources,Human Resources,14,1,Marketing,Travel_Rarely,No
E101194,22,Male,Married,sales ,Sales Representative,24,2,Human Resources,Travel_Rarely,Yes
E101195,54,Female,Married,Research & Development,Laboratory Technician,2,4,Human Resources,Travel_Rarely,No
E101196,55,Male,Single,Human Resources,Manager,14,5,Life Sciences,Non-Travel,No
E101197,47,Male,Married,sales ,Sales Representative,22,4,Technical Degree,Travel_Rarely,No
E101198,26,Male,Married,sales ,Sales Representative,11,1,Life Sciences,Travel_Frequently,No
E101199,51,Female,Single,HR,Human Resources,16,5,Medical,Travel_Rarely,Yes
E101200,52,Female,Married,Research & Development,Manager,8,3,Human Resources,Travel_Rarely,No
E101201,39,Female,Divorced,sales ,Sales Executive,7,5,Technical Degree,Travel_Frequently,No
E101202,41,Male,Married,sales ,Sales Representative,11,4,Other,Travel_Frequently,No
E101203,34,Male,Married,Research & Development,Healthcare Representative,3,2,Life Sciences,Travel_Rarely,No
E101204,27,Male,Single,R&D,Laboratory Technician,17,3,Other,Non-Travel,Yes
E101205,47,Female,Married,research & development ,Manager,14,4,,Travel_Frequently,No
E101206,40,Female,Single,human resources,Manager,6,3,Other,Travel_Frequently,No
E101207,49,Female,Married,SALES,Sales Executive,8,5,Life Sciences,Travel_Rarely,No
E101208,34,Female,Divorced,R&D,Laboratory Technician,22,1,Medical,Travel_Frequently,No
E101209,34,Female,Married,R&D,Healthcare Representative,5,4,Life Sciences,Travel_Rarely,No
E101210,31,Male,Single,R&D,Research Scientist,27,2,Marketing,Travel_Rarely,No
E101211,26,Female,Married,SALES,Manager,28,5,Human Resources,Travel_Rarely,Yes
E101212,57,Male,Married,HR,Manager,8,4,Life Sciences,Travel_Frequently,No
E101213,19,Male,Married,Research & Development,Manager,2,2,Life Sciences,Travel_Rarely,No
E101214,42,Male,Divorced,research & development ,Manufacturing Director,15,4,Medical,Travel_Rarely,No
E101215,56,Male,Divorced,research & development ,Healthcare Representative,12,5,Marketing,Non-Travel,No
E101216,26,Male,Married,sales ,Sales Representative,17,4,Life Sciences,Travel_Rarely,No
E101217,39,Male,Married,Research & Development,Research Scientist,1,3,Human Resources,Travel_Frequently,No
E101218,60,Male,Single,Research & Development,Laboratory Technician,15,5,Human Resources,Travel_Rarely,No
E101219,21,Male,Single,research & development ,Laboratory Technician,14,4,Life Sciences,Travel_Rarely,No
E101220,43,Male,Married,HR,Manager,20,1,Other,Travel_Rarely,No
E101221,46,Male,Married,Research & Development,Research Scientist,22,4,Other,Travel_Rarely,No
E101222,51,Male,Married,Research & Development,Manufacturing Director,16,3,Marketing,Travel_Frequently,Yes
E101223,40,Male,Married,Research & Development,Laboratory Technician,29,2,Human Resources,Travel_Rarely,No
E101224,54,Female,Single,sales ,Sales Executive,9,2,Other,Travel_Rarely,Yes
E101225,28,Female,Married,research & development ,Manufacturing Director,1,2,Human Resources,Travel_Rarely,Yes
E101226,23,Female,Single,R&D,Laboratory Technician,28,1,Marketing,Travel_Rarely,No
E101227,35,Female,Single,research & development ,Research Scientist,17,3,Marketing,Travel_Rarely,No
E101228,38,Male,Divorced,R&D,Healthcare Representative,29,5,Other,Travel_Rarely,No
E101229,59,Female,Single,research & development ,Laboratory Technician,13,2,Life Sciences,Travel_Frequently,No
E101230,53,Male,Married,R&D,Laboratory Technician,21,3,,Travel_Rarely,No
E101231,58,Male,Single,Research & Development,Research Scientist,26,4,Medical,Travel_Rarely,No
E101232,55,Female,Divorced,research & development ,Laboratory Technician,21,1,Technical Degree,Travel_Rarely,No
E101233,51,Male,Married,Research & Development,Manufacturing Director,5,3,Technical Degree,Travel_Rarely,No
E101234,34,Female,Single,sales ,Sales Representative,10,3,Human Resources,Travel_Rarely,Yes
E101235,54,Female,Married,Sales,Sales Representative,6,5,Marketing,Travel_Frequently,No
E101236,42,Female,Married,Research & Development,Manager,24,3,Human Resources,Travel_Rarely,No
E101237,55,Female,Divorced,sales ,Sales Representative,19,5,Other,Travel_Rarely,No
E101238,29,Male,Single,SALES,Manager,25,1,Medical,Travel_Rarely,No
E101239,40,Male,Divorced,R&D,Research Scientist,13,1,Other,Travel_Rarely,Yes
E101240,59,Male,Divorced,R&D,Manufacturing Director,1,4,Life Sciences,Travel_Rarely,No
E101241,39,Male,Divorced,R&D,Manager,20,5,Medical,Travel_Rarely,No
E101242,38,Female,Married,HR,Human Resources,25,5,Human Resources,Travel_Rarely,No
E101243,44,Female,Married,R&D,Laboratory Technician,15,2,Human Resources,Travel_Rarely,No
E101244,48,Female,Married,R&D,Laboratory Technician,14,2,Other,Travel_Rarely,No
E101245,23,Male,Married,SALES,Sales Representative,8,4,Human Resources,Travel_Rarely,No
E101246,44,Male,Married,R&D,Healthcare Representative,10,1,Human Resources,Travel_Frequently,No
E101247,57,Male,Married,research & development ,Manufacturing Director,9,2,Technical Degree,Travel_Rarely,No
E101248,51,Male,Married,Research & Development,Healthcare Representative,17,3,Life Sciences,Travel_Rarely,No
E101249,29,Female,Married,Research & Development,Manager,9,1,Technical Degree,Travel_Rarely,No
E101250,24,Male,Divorced,Research & Development,Laboratory Technician,3,3,Human Resources,Non-Travel,No
E101251,27,Male,Single,Sales,Sales Representative,11,5,Marketing,Travel_Rarely,No
E101252,34,Male,Divorced,R&D,Laboratory Technician,12,1,Technical Degree,Non-Travel,No
E101253,43,Female,Married,research & development ,Research Scientist,10,4,Human Resources,Travel_Rarely,No
